Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Segment,Days since last purchase
21,other,Middle,Married,Bachelor's,High,Groceries,61.19,2,Mixed,4,5,1.0,,Not Sensitive,2,6,High,Desktop,PayPal,True,True,Wants-based,No Preference,3,other,283
50,Female,Middle,Married,High School,Middle,Luxury Goods,471.31,4,Mixed,1,5,2.0,High,Very Sensitive,0,8,,Smartphone,Other,False,True,Impulsive,Express,7,other,156
49,Female,High,Divorced,High School,High,Health Care,179.19,10,In-Store,3,1,1.0,Low,Not Sensitive,2,7,,Tablet,PayPal,False,False,Impulsive,Express,12,other,427
43,Female,High,Divorced,High School,Middle,Food & Beverages,294.61,6,In-Store,2,1,0.0,,Very Sensitive,0,2,,Desktop,PayPal,False,True,Wants-based,Express,4,Regular,231
35,other,High,Widowed,Bachelor's,High,Health Care,375.45,6,Online,3,4,0.0,High,Not Sensitive,1,8,Medium,Smartphone,Other,False,True,Impulsive,Express,1,other,403
21,Male,Middle,Widowed,Master's,High,Electronics,83.5,12,In-Store,2,4,0.0,,Not Sensitive,2,7,Low,Smartphone,Cash,True,True,Need-based,Standard,10,At risk,483
34,Male,High,Married,High School,Middle,Home Appliances,109.88,7,Online,4,4,1.0,Low,Very Sensitive,1,3,Medium,Smartphone,Credit Card,False,True,Impulsive,Standard,11,other,503
21,Female,High,Married,High School,High,Office Supplies,182.54,11,Mixed,5,5,1.0,Medium,Somewhat Sensitive,1,1,High,Tablet,Cash,False,False,Need-based,Standard,13,other,274
23,Female,High,Widowed,Bachelor's,High,Furniture,465.48,3,Mixed,3,3,2.0,Medium,Very Sensitive,1,8,Medium,Tablet,Cash,False,False,Wants-based,No Preference,1,Regular,335
31,Female,Middle,Married,High School,Middle,Health Care,224.52,8,Mixed,3,3,2.0,Low,Not Sensitive,1,5,High,Desktop,Credit Card,True,False,Impulsive,Express,1,Regular,174
21,Male,High,Widowed,Master's,Middle,Beauty & Personal Care,281.37,12,Online,2,3,2.0,Low,Very Sensitive,0,2,Low,Smartphone,Debit Card,False,True,Impulsive,Express,14,Can't lose,506
22,Female,Middle,Married,Bachelor's,Middle,Office Supplies,125.68,2,Online,1,4,1.0,,Not Sensitive,1,8,Medium,Smartphone,Debit Card,True,False,Need-based,Express,9,other,335
38,Female,High,Single,High School,High,Beauty & Personal Care,178.21,7,In-Store,1,5,2.0,Low,Somewhat Sensitive,2,8,,Desktop,PayPal,False,False,Planned,No Preference,9,other,363
27,Male,High,Divorced,Bachelor's,Middle,Health Care,483.23,7,Online,2,4,2.0,Medium,Somewhat Sensitive,0,5,High,Smartphone,PayPal,True,False,Impulsive,Express,9,Solid customer,154
18,Male,Middle,Married,Master's,High,Home Appliances,415.3,11,In-Store,4,2,1.0,Low,Very Sensitive,1,9,,Tablet,PayPal,False,True,Impulsive,Standard,2,Solid customer,239
36,Male,High,Married,Master's,Middle,Electronics,85.52,7,Mixed,1,5,0.0,Medium,Somewhat Sensitive,1,3,Low,Smartphone,Other,False,True,Planned,No Preference,7,other,203
44,Female,Middle,Widowed,High School,High,Packages),422.31,2,In-Store,3,4,1.0,Medium,Very Sensitive,0,6,,Smartphone,Other,True,True,Impulsive,No Preference,3,Regular,286
48,other,High,Married,High School,High,Arts & Crafts,70.42,11,Online,4,5,1.0,High,Not Sensitive,2,7,Low,Desktop,Other,False,True,Need-based,Express,14,Regular,233
23,Female,Middle,Widowed,Master's,Middle,Toys & Games,437.4,6,Mixed,1,4,1.0,High,Somewhat Sensitive,2,5,Low,Tablet,Credit Card,False,False,Planned,Express,1,Solid customer,340
35,Male,Middle,Divorced,Bachelor's,Middle,Jewelry & Accessories,207.11,4,Mixed,1,4,2.0,High,Not Sensitive,0,1,Low,Tablet,Other,True,False,Need-based,No Preference,2,other,420
50,Female,High,Widowed,Bachelor's,Middle,Animal Feed,378.87,2,Online,5,2,2.0,,Very Sensitive,2,2,Medium,Desktop,Debit Card,True,False,Planned,No Preference,9,other,340
30,Female,High,Divorced,High School,High,Baby Products,349.0,10,Mixed,3,5,1.0,Low,Not Sensitive,1,5,Low,Desktop,PayPal,False,True,Planned,No Preference,10,Can't lose,493
38,Male,Middle,Married,Bachelor's,Middle,Hotels,330.27,3,In-Store,3,2,1.0,High,Not Sensitive,1,9,High,Smartphone,Other,True,False,Impulsive,No Preference,9,other,467
42,Male,Middle,Married,Master's,Middle,Health Supplements,410.29,10,Online,2,4,1.0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,True,False,Planned,Express,1,Solid customer,262
24,Female,High,Divorced,Master's,Middle,Hotels,400.86,7,Online,3,3,1.0,High,Very Sensitive,1,7,Low,Smartphone,Credit Card,True,False,Planned,No Preference,5,other,252
27,Female,High,Married,Master's,Middle,Beauty & Personal Care,225.12,11,In-Store,3,2,1.0,Medium,Somewhat Sensitive,0,1,,Desktop,Cash,True,False,Planned,Express,6,other,264
36,Female,High,Widowed,Master's,High,Beauty & Personal Care,273.48,12,Online,5,3,2.0,Low,Very Sensitive,0,5,Medium,Smartphone,Other,True,False,Wants-based,Express,5,Can't lose,486
19,other,High,Single,Master's,Middle,Furniture,363.84,11,Online,3,2,1.0,Low,Not Sensitive,0,3,Medium,Desktop,Cash,True,False,Impulsive,Express,5,Solid customer,265
24,Female,High,Single,Bachelor's,Middle,Packages),302.6,9,Online,1,4,2.0,Medium,Very Sensitive,2,10,,Desktop,Debit Card,False,True,Impulsive,Standard,2,other,303
35,Male,High,Divorced,High School,High,Animal Feed,317.09,6,Online,1,1,1.0,High,Not Sensitive,2,2,High,Desktop,Other,True,False,Impulsive,Standard,4,At risk,406
38,Female,High,Married,High School,High,Beauty & Personal Care,193.32,9,Mixed,4,3,0.0,,Very Sensitive,0,8,High,Tablet,PayPal,False,True,Wants-based,Express,6,Regular,315
34,Male,High,Widowed,High School,High,Software & Apps,282.24,6,Online,2,3,2.0,,Not Sensitive,1,7,Medium,Desktop,Credit Card,True,True,Need-based,No Preference,1,Regular,248
29,Female,High,Divorced,Master's,Middle,Hotels,154.19,6,Online,5,4,1.0,Medium,Very Sensitive,2,1,,Tablet,PayPal,True,True,Need-based,No Preference,1,other,242
41,Female,Middle,Widowed,Bachelor's,Middle,Furniture,84.15,10,In-Store,1,3,1.0,High,Not Sensitive,2,1,High,Desktop,PayPal,True,True,Impulsive,Standard,1,Regular,200
41,Male,Middle,Divorced,High School,High,Health Supplements,214.69,7,In-Store,4,4,0.0,Medium,Not Sensitive,1,7,,Tablet,Credit Card,True,True,Wants-based,Standard,9,other,372
32,Male,High,Married,Bachelor's,High,Animal Feed,61.21,12,Mixed,5,5,0.0,,Not Sensitive,0,5,Low,Smartphone,Credit Card,True,False,Planned,Standard,13,Regular,179
36,Female,Middle,Single,High School,High,Packages),462.48,11,Online,1,3,0.0,Medium,Very Sensitive,2,2,Low,Smartphone,Debit Card,False,False,Planned,Express,12,Can't lose,417
33,Male,Middle,Married,Bachelor's,High,Software & Apps,449.18,3,Mixed,5,3,2.0,Medium,Somewhat Sensitive,0,8,High,Tablet,Credit Card,True,True,Wants-based,Standard,10,At risk,427
25,Female,Middle,Married,Master's,Middle,Mobile Accessories,314.36,7,In-Store,3,5,2.0,Medium,Very Sensitive,1,4,,Desktop,Cash,True,False,Impulsive,Express,1,Regular,323
46,Female,Middle,Married,Bachelor's,Middle,Jewelry & Accessories,367.7,3,Mixed,3,5,2.0,,Somewhat Sensitive,2,3,High,Desktop,Credit Card,True,True,Need-based,No Preference,3,other,431
41,Female,High,Single,High School,Middle,Sports & Outdoors,229.97,7,Mixed,3,4,0.0,,Very Sensitive,2,9,,Desktop,Other,False,True,Need-based,Standard,6,Regular,182
28,Female,Middle,Widowed,Bachelor's,Middle,Home Appliances,226.53,3,Online,3,1,1.0,High,Not Sensitive,1,10,Medium,Desktop,PayPal,True,False,Wants-based,No Preference,13,other,293
23,Male,High,Divorced,Master's,Middle,Software & Apps,218.32,2,Mixed,5,3,0.0,High,Not Sensitive,2,7,Low,Desktop,PayPal,False,False,Need-based,Express,3,other,240
48,Female,High,Widowed,High School,High,Furniture,132.67,7,In-Store,2,5,1.0,Low,Very Sensitive,2,3,Low,Smartphone,Other,True,False,Impulsive,Express,1,other,155
26,Male,High,Single,Master's,High,Arts & Crafts,416.96,7,In-Store,5,1,1.0,High,Not Sensitive,0,1,High,Tablet,Other,False,False,Planned,Express,7,Can't lose,362
39,Female,High,Married,Master's,Middle,Arts & Crafts,459.51,7,In-Store,1,2,2.0,High,Not Sensitive,0,5,Medium,Tablet,Debit Card,True,False,Need-based,No Preference,11,Can't lose,503
45,Male,Middle,Married,High School,High,Sports & Outdoors,487.96,2,Mixed,5,3,2.0,Low,Very Sensitive,0,2,,Desktop,PayPal,True,True,Need-based,No Preference,12,At risk,433
22,Male,Middle,Divorced,High School,High,Toys & Games,150.11,7,Mixed,4,4,1.5,Low,Very Sensitive,0,3,High,Smartphone,Credit Card,True,False,Wants-based,Standard,8,other,303
36,Male,High,Married,High School,Middle,Hotels,218.87,5,Mixed,4,3,0.0,Medium,Very Sensitive,0,4,Medium,Smartphone,Cash,True,False,Planned,No Preference,11,other,246
29,Female,Middle,Married,Bachelor's,High,Mobile Accessories,437.06,7,In-Store,3,5,2.0,Low,Very Sensitive,0,6,Low,Smartphone,Cash,False,False,Impulsive,Express,11,Can't lose,439
33,Male,High,Married,Bachelor's,High,Beauty & Personal Care,122.58,2,In-Store,5,4,1.5,Low,Not Sensitive,2,5,,Tablet,Other,True,False,Impulsive,Express,12,other,479
35,Male,High,Married,Master's,Middle,Food & Beverages,195.07,8,Online,3,1,1.0,High,Somewhat Sensitive,0,6,,Smartphone,Debit Card,False,False,Impulsive,No Preference,10,Regular,304
39,Female,Middle,Single,High School,High,Books,190.06,9,In-Store,5,1,1.0,,Somewhat Sensitive,1,2,Low,Smartphone,Other,True,True,Planned,Standard,12,At risk,474
38,Female,Middle,Single,High School,Middle,Groceries,485.76,10,In-Store,3,4,0.0,Medium,Somewhat Sensitive,0,4,High,Desktop,Debit Card,True,True,Wants-based,No Preference,4,Solid customer,353
27,Female,High,Single,Bachelor's,High,Books,242.57,7,In-Store,1,1,1.0,Low,Not Sensitive,0,10,Low,Smartphone,PayPal,True,False,Wants-based,No Preference,1,Regular,229
35,Male,Middle,Widowed,High School,High,Arts & Crafts,303.13,2,Online,1,1,1.0,High,Not Sensitive,0,7,Medium,Desktop,Debit Card,False,True,Need-based,Standard,10,other,504
43,Female,Middle,Widowed,Master's,Middle,Toys & Games,136.1,5,In-Store,3,5,2.0,Low,Very Sensitive,0,2,High,Tablet,Debit Card,False,True,Planned,Express,14,other,450
40,other,High,Single,Bachelor's,Middle,Electronics,249.02,11,Mixed,3,2,0.3,Medium,Not Sensitive,1,1,Medium,Smartphone,PayPal,True,True,Planned,Express,14,Solid customer,233
19,Male,Middle,Divorced,High School,Middle,Office Supplies,466.74,7,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,True,True,Need-based,Express,5,Solid customer,162
46,other,High,Married,High School,High,Animal Feed,229.3,6,In-Store,4,5,2.0,,Somewhat Sensitive,0,6,,Smartphone,Other,False,False,Planned,Express,6,Regular,178
30,Female,High,Single,High School,High,Packages),450.52,8,Online,2,2,0.2,High,Somewhat Sensitive,0,6,Low,Desktop,PayPal,True,True,Need-based,No Preference,8,Can't lose,495
35,Male,High,Divorced,Bachelor's,Middle,Groceries,246.44,4,Mixed,3,1,1.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Debit Card,False,True,Wants-based,No Preference,5,other,247
34,Male,High,Widowed,High School,Middle,Home Appliances,93.52,2,Online,1,5,1.0,,Somewhat Sensitive,1,2,High,Desktop,PayPal,False,True,Planned,No Preference,12,other,283
28,Female,Middle,Married,High School,High,Groceries,137.75,6,Online,3,3,2.0,High,Very Sensitive,0,1,Medium,Smartphone,Cash,False,True,Need-based,No Preference,4,other,255
44,Female,Middle,Married,Master's,Middle,Home Appliances,78.64,5,Mixed,3,4,2.0,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,True,False,Planned,Standard,12,other,361
25,Male,High,Divorced,Master's,Middle,Software & Apps,214.82,9,Mixed,5,4,0.3,,Very Sensitive,1,9,Medium,Tablet,Other,True,False,Planned,No Preference,11,Regular,194
45,Male,Middle,Married,Bachelor's,High,Mobile Accessories,57.39,3,Mixed,2,5,0.25,,Somewhat Sensitive,0,10,Medium,Desktop,Credit Card,False,False,Impulsive,Standard,3,other,307
47,Female,High,Single,High School,Middle,Beauty & Personal Care,363.91,10,Online,1,1,0.3,Medium,Very Sensitive,0,2,Low,Smartphone,Cash,True,True,Planned,Standard,9,Can't lose,501
39,Male,Middle,Single,High School,Middle,Travel & Leisure (Flights,304.79,12,In-Store,2,4,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,True,True,Wants-based,Standard,10,Can't lose,501
32,Male,High,Divorced,High School,Middle,Jewelry & Accessories,363.98,4,Online,4,4,1.0,,Somewhat Sensitive,2,7,,Tablet,PayPal,True,True,Planned,Express,1,At risk,360
47,Male,Middle,Widowed,Bachelor's,High,Books,249.6,7,Mixed,4,1,1.0,Low,Somewhat Sensitive,2,7,High,Smartphone,Debit Card,True,False,Wants-based,Standard,11,At risk,376
19,Male,High,Married,Bachelor's,Middle,Electronics,345.04,12,In-Store,1,5,1.0,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,True,True,Planned,Express,13,Solid customer,218
48,Female,Middle,Single,High School,High,Arts & Crafts,59.15,3,In-Store,4,2,1.0,,Not Sensitive,0,1,High,Desktop,Debit Card,False,False,Need-based,Standard,8,other,398
27,Male,High,Single,Master's,High,Home Appliances,461.81,12,Mixed,4,3,0.0,Medium,Very Sensitive,0,8,Low,Desktop,Other,True,False,Wants-based,No Preference,8,Solid customer,349
31,Female,High,Divorced,Bachelor's,High,Health Care,280.88,4,Mixed,3,4,1.0,High,Not Sensitive,0,2,High,Smartphone,Credit Card,True,True,Planned,No Preference,2,other,382
44,Male,Middle,Married,Master's,Middle,Luxury Goods,283.7,8,Mixed,2,5,1.0,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,False,False,Impulsive,Express,8,other,448
24,Female,High,Widowed,High School,Middle,Luxury Goods,411.95,10,In-Store,5,3,1.0,,Not Sensitive,0,4,,Smartphone,PayPal,True,True,Impulsive,Standard,5,Solid customer,155
32,Female,Middle,Widowed,Master's,Middle,Gardening & Outdoors,476.11,5,In-Store,1,4,1.0,,Very Sensitive,2,10,High,Desktop,Debit Card,True,False,Wants-based,Standard,1,other,205
28,Female,Middle,Married,Master's,High,Gardening & Outdoors,399.24,7,In-Store,4,2,1.0,Medium,Very Sensitive,1,2,Medium,Smartphone,Debit Card,False,False,Need-based,Standard,10,other,335
26,Male,Middle,Divorced,Master's,Middle,Jewelry & Accessories,90.79,12,In-Store,4,1,2.0,Medium,Somewhat Sensitive,0,2,Medium,Tablet,Other,False,False,Planned,No Preference,6,Regular,248
38,Female,Middle,Married,Master's,Middle,Animal Feed,229.56,9,Online,1,2,1.0,,Somewhat Sensitive,0,9,Low,Tablet,PayPal,True,True,Need-based,No Preference,11,other,494
28,Female,Middle,Divorced,High School,Middle,Sports & Outdoors,160.47,7,Mixed,1,5,0.0,,Not Sensitive,0,3,,Smartphone,Debit Card,True,False,Wants-based,No Preference,6,other,431
30,other,High,Married,High School,High,Software & Apps,104.74,6,Online,2,4,2.0,,Very Sensitive,0,4,Low,Smartphone,PayPal,False,False,Impulsive,No Preference,1,other,242
37,Female,High,Widowed,Master's,Middle,Food & Beverages,399.95,10,In-Store,2,1,0.0,Low,Not Sensitive,1,2,High,Smartphone,Cash,True,False,Need-based,Express,10,Can't lose,441
47,Female,High,Divorced,Bachelor's,Middle,Baby Products,337.33,8,In-Store,1,4,1.0,,Somewhat Sensitive,0,5,Medium,Desktop,Debit Card,False,False,Planned,Express,10,Solid customer,178
41,Female,High,Widowed,Master's,Middle,Jewelry & Accessories,204.83,6,In-Store,5,1,0.0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,True,False,Wants-based,Standard,5,other,395
22,Female,Middle,Widowed,Master's,High,Packages),193.94,11,Mixed,4,1,0.0,,Not Sensitive,0,3,High,Desktop,Other,False,False,Wants-based,Standard,9,other,286
46,Male,High,Married,Master's,Middle,Mobile Accessories,460.37,10,Online,5,4,2.0,Low,Very Sensitive,2,7,High,Desktop,Credit Card,True,True,Wants-based,Express,12,Solid customer,313
34,other,Middle,Single,Bachelor's,Middle,Arts & Crafts,297.29,9,Online,5,4,2.0,,Not Sensitive,0,9,Low,Smartphone,Cash,True,True,Need-based,Standard,3,other,507
31,Male,Middle,Single,Bachelor's,Middle,Books,389.47,4,In-Store,5,3,2.0,Low,Not Sensitive,1,9,High,Desktop,Credit Card,True,True,Wants-based,Standard,6,At risk,466
38,Male,High,Single,Master's,High,Home Appliances,370.05,11,Mixed,5,3,0.0,Medium,Very Sensitive,1,10,High,Smartphone,Cash,True,True,Impulsive,No Preference,10,Solid customer,204
45,Male,High,Single,Master's,Middle,Jewelry & Accessories,462.24,2,Mixed,4,5,0.0,Low,Not Sensitive,2,1,,Smartphone,Other,True,True,Wants-based,Express,13,At risk,429
30,Female,High,Married,High School,High,Food & Beverages,472.53,11,Online,4,1,1.0,Medium,Somewhat Sensitive,2,7,Medium,Smartphone,Debit Card,False,False,Wants-based,Express,4,Can't lose,387
45,Female,Middle,Married,High School,Middle,Home Appliances,407.29,3,In-Store,5,5,0.0,Low,Not Sensitive,0,5,Low,Tablet,Other,False,False,Planned,Express,3,other,178
18,Male,High,Married,Bachelor's,High,Mobile Accessories,135.65,8,Online,4,1,1.0,Low,Very Sensitive,0,9,,Desktop,Other,False,False,Impulsive,Standard,14,other,461
36,Male,High,Single,Bachelor's,Middle,Animal Feed,352.35,4,Online,2,2,0.0,Low,Very Sensitive,1,1,Low,Smartphone,Credit Card,False,False,Planned,Express,14,Regular,336
25,Female,High,Single,High School,High,Books,441.73,12,Online,1,4,2.0,Low,Somewhat Sensitive,0,8,Medium,Smartphone,Credit Card,True,False,Planned,Standard,8,Can't lose,473
21,Female,High,Divorced,High School,Middle,Luxury Goods,105.95,12,Mixed,1,4,2.0,Low,Very Sensitive,1,7,Medium,Desktop,Cash,False,False,Impulsive,Standard,11,Regular,291
26,Male,High,Single,Master's,High,Groceries,351.54,11,Mixed,1,3,2.0,,Somewhat Sensitive,0,8,,Tablet,PayPal,True,False,Planned,Express,12,Can't lose,427
40,Male,High,Divorced,Bachelor's,High,Home Appliances,321.26,12,Online,4,1,0.0,,Very Sensitive,0,6,,Desktop,Debit Card,False,False,Need-based,Standard,14,Solid customer,343
47,Female,High,Divorced,High School,Middle,Animal Feed,421.5,11,Online,5,1,2.0,Low,Somewhat Sensitive,0,8,,Desktop,PayPal,True,True,Need-based,Express,3,Can't lose,413
27,other,High,Widowed,High School,Middle,Food & Beverages,253.29,6,Mixed,3,2,2.0,,Somewhat Sensitive,1,4,,Desktop,PayPal,True,False,Planned,Standard,8,At risk,385
29,Female,Middle,Divorced,High School,High,Jewelry & Accessories,217.62,3,Online,5,2,1.0,High,Very Sensitive,2,3,Low,Smartphone,PayPal,False,True,Impulsive,No Preference,5,other,463
21,Male,Middle,Single,Bachelor's,High,Books,226.04,11,Online,4,1,1.0,,Very Sensitive,0,9,Medium,Desktop,PayPal,True,False,Wants-based,Express,12,other,373
41,other,High,Single,Bachelor's,High,Packages),52.79,4,Online,2,2,0.0,Low,Not Sensitive,1,7,,Tablet,Debit Card,True,True,Impulsive,Express,4,other,471
43,Male,Middle,Widowed,High School,High,Jewelry & Accessories,385.08,7,In-Store,2,4,1.0,High,Somewhat Sensitive,1,1,Low,Tablet,Debit Card,False,True,Impulsive,No Preference,1,other,191
33,Male,High,Widowed,Master's,Middle,Hotels,181.1,2,Online,2,5,2.0,Low,Not Sensitive,2,7,Low,Tablet,Credit Card,False,False,Impulsive,No Preference,5,other,147
23,Female,Middle,Single,Master's,Middle,Office Supplies,246.41,7,In-Store,2,4,0.0,,Somewhat Sensitive,2,8,Low,Smartphone,Cash,True,False,Need-based,Standard,11,Regular,233
37,Female,Middle,Divorced,Bachelor's,High,Baby Products,140.87,8,In-Store,3,3,2.0,Low,Not Sensitive,2,7,Medium,Tablet,Other,True,False,Impulsive,No Preference,9,At risk,445
34,Female,High,Single,Master's,High,Software & Apps,151.25,2,In-Store,2,5,0.0,Medium,Somewhat Sensitive,1,8,Medium,Tablet,Debit Card,True,False,Planned,No Preference,10,other,397
27,Male,High,Divorced,Master's,Middle,Hotels,171.52,3,Mixed,5,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,Cash,True,True,Planned,Standard,12,other,274
40,Male,Middle,Widowed,Master's,High,Sports & Outdoors,399.56,10,Online,4,2,1.0,Low,Not Sensitive,0,4,Medium,Desktop,Cash,True,True,Need-based,No Preference,1,Solid customer,213
40,Female,Middle,Widowed,Master's,Middle,Sports & Outdoors,173.46,4,Mixed,5,3,1.0,,Not Sensitive,0,9,Medium,Smartphone,PayPal,False,True,Wants-based,No Preference,2,other,406
43,Male,High,Widowed,Bachelor's,High,Toys & Games,332.14,10,Online,4,4,0.0,Low,Somewhat Sensitive,1,2,,Desktop,PayPal,True,True,Planned,No Preference,13,Can't lose,468
37,other,Middle,Single,Bachelor's,Middle,Food & Beverages,247.05,8,In-Store,3,2,1.0,Low,Somewhat Sensitive,1,8,High,Desktop,Cash,False,False,Wants-based,Standard,2,other,362
49,Male,High,Single,Bachelor's,High,Office Supplies,365.88,10,Mixed,4,5,1.0,,Somewhat Sensitive,1,1,Medium,Tablet,PayPal,False,False,Wants-based,Express,9,Can't lose,401
27,Female,Middle,Married,Bachelor's,Middle,Toys & Games,354.92,8,Mixed,5,4,0.0,,Somewhat Sensitive,0,1,,Tablet,Debit Card,True,True,Wants-based,Express,13,Can't lose,460
19,Female,High,Single,High School,High,Jewelry & Accessories,195.46,10,Mixed,5,3,2.0,,Not Sensitive,0,10,Low,Tablet,Other,True,False,Impulsive,Standard,9,other,319
40,Female,High,Married,Master's,Middle,Books,474.03,7,In-Store,3,1,1.0,Medium,Somewhat Sensitive,0,6,High,Desktop,Other,True,True,Need-based,Standard,13,Solid customer,292
27,Male,Middle,Married,Bachelor's,High,Animal Feed,106.96,6,In-Store,3,1,2.0,Low,Not Sensitive,0,7,Medium,Tablet,Debit Card,True,True,Impulsive,Standard,3,other,439
29,Female,Middle,Married,Master's,High,Electronics,371.84,9,In-Store,5,4,0.0,,Not Sensitive,2,6,,Tablet,Other,False,True,Impulsive,Standard,2,Solid customer,298
45,other,High,Single,Bachelor's,High,Health Supplements,461.16,8,Mixed,1,4,1.0,High,Not Sensitive,0,3,Medium,Smartphone,Other,True,True,Planned,Express,14,Can't lose,448
24,Female,High,Single,High School,Middle,Books,497.75,11,In-Store,4,1,2.0,,Very Sensitive,2,1,Medium,Smartphone,Cash,True,False,Wants-based,Express,13,Solid customer,323
45,Female,Middle,Married,Master's,Middle,Health Care,492.83,5,Online,2,1,0.0,High,Very Sensitive,0,4,High,Tablet,Debit Card,True,False,Need-based,No Preference,2,other,446
39,Female,Middle,Divorced,High School,Middle,Groceries,295.54,8,Online,3,3,1.0,,Very Sensitive,2,4,Low,Tablet,Cash,False,False,Planned,Express,14,other,299
40,Male,High,Widowed,High School,High,Furniture,494.81,9,Mixed,2,4,1.0,Medium,Very Sensitive,1,7,Medium,Tablet,PayPal,True,True,Need-based,Standard,6,Can't lose,361
21,Female,High,Single,Master's,Middle,Mobile Accessories,160.25,7,Online,2,3,2.0,,Very Sensitive,2,5,High,Desktop,PayPal,True,True,Need-based,No Preference,12,other,444
42,Female,Middle,Married,Master's,High,Gardening & Outdoors,198.36,4,Online,1,1,2.0,,Somewhat Sensitive,1,9,,Desktop,Cash,False,True,Wants-based,Standard,4,other,160
44,Female,Middle,Divorced,Bachelor's,High,Furniture,82.39,12,In-Store,5,1,1.0,,Somewhat Sensitive,0,8,,Smartphone,Other,False,False,Planned,Express,1,At risk,453
46,Female,Middle,Married,Master's,High,Hotels,290.56,3,In-Store,5,1,2.0,,Somewhat Sensitive,1,1,,Desktop,PayPal,True,False,Wants-based,No Preference,4,other,436
29,Male,High,Divorced,Master's,High,Animal Feed,206.79,5,In-Store,1,3,2.0,High,Very Sensitive,1,2,Low,Tablet,Credit Card,False,False,Planned,Standard,4,other,274
19,Female,Middle,Married,High School,High,Baby Products,401.43,8,Mixed,4,2,0.0,,Not Sensitive,0,6,High,Tablet,Other,True,True,Need-based,No Preference,5,Can't lose,364
21,Male,High,Widowed,Master's,High,Sports & Outdoors,188.17,9,Online,5,5,0.0,Medium,Not Sensitive,1,5,Low,Desktop,Debit Card,True,False,Need-based,Standard,9,At risk,361
38,Female,High,Single,High School,High,Gardening & Outdoors,83.21,10,Online,4,3,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,False,False,Impulsive,Standard,7,At risk,428
41,other,Middle,Divorced,Master's,Middle,Gardening & Outdoors,54.74,4,In-Store,1,2,0.0,,Somewhat Sensitive,0,4,Low,Smartphone,PayPal,True,True,Impulsive,No Preference,14,other,231
49,Female,High,Divorced,Master's,High,Office Supplies,371.12,8,Online,5,1,2.0,High,Somewhat Sensitive,1,7,Low,Smartphone,PayPal,False,True,Wants-based,No Preference,8,Solid customer,272
32,other,Middle,Single,High School,Middle,Packages),293.64,3,In-Store,2,1,2.0,Low,Not Sensitive,2,8,,Tablet,Credit Card,True,False,Impulsive,Express,5,other,247
24,Male,High,Married,High School,High,Books,185.83,11,In-Store,4,2,2.0,Low,Not Sensitive,2,9,Medium,Desktop,Other,False,True,Impulsive,Standard,1,other,217
27,Male,High,Divorced,Master's,Middle,Office Supplies,117.13,7,Mixed,1,1,2.0,High,Somewhat Sensitive,1,10,High,Smartphone,Credit Card,True,True,Planned,Express,6,other,287
44,Female,Middle,Married,Master's,High,Office Supplies,52.24,11,In-Store,3,1,0.0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,True,True,Impulsive,Standard,8,Regular,161
28,Female,High,Married,Bachelor's,High,Baby Products,446.69,7,In-Store,4,5,2.0,Medium,Somewhat Sensitive,1,5,High,Smartphone,Cash,False,True,Planned,No Preference,13,Solid customer,344
23,Male,Middle,Married,High School,Middle,Packages),216.84,5,In-Store,4,3,1.0,Low,Somewhat Sensitive,1,1,Low,Tablet,PayPal,False,False,Planned,Express,5,other,420
42,Female,High,Divorced,High School,High,Electronics,75.27,7,Mixed,3,4,1.0,,Not Sensitive,2,3,,Desktop,PayPal,True,True,Impulsive,Express,1,other,146
20,Male,Middle,Widowed,Master's,High,Office Supplies,308.87,2,In-Store,3,4,1.0,,Not Sensitive,2,2,,Tablet,Cash,True,True,Impulsive,Express,11,other,453
49,Male,High,Divorced,Master's,Middle,Travel & Leisure (Flights,169.77,5,In-Store,1,4,0.0,Medium,Very Sensitive,2,9,,Desktop,Other,True,True,Wants-based,Standard,7,other,341
19,Male,High,Divorced,High School,High,Toys & Games,289.08,12,Online,2,1,0.0,,Very Sensitive,1,10,Medium,Desktop,Other,True,True,Wants-based,Standard,7,Solid customer,281
38,Female,Middle,Single,High School,High,Travel & Leisure (Flights,74.09,10,Mixed,1,4,2.0,,Somewhat Sensitive,2,9,Low,Tablet,Other,True,True,Impulsive,Standard,8,At risk,372
